first_tweet,data_gaps,first_last,beginning_uninterupted
2011-09-15,TRUE,Randy Weber,2019-02-01
2017-04-02,FALSE,Rashida Tlaib,2017-04-02
2010-04-21,TRUE,Raúl Grijalva,2010-12-01
2011-02-02,TRUE,Raul Labrador,2023-01-01
2011-11-11,TRUE,Raul Ruiz,2019-02-01
2009-06-09,TRUE,Richard Hudson,2013-05-01
2011-12-21,TRUE,Richard Neal,2015-09-01
2023-01-05,FALSE,Rich Mccormick,2023-01-05
2011-11-11,TRUE,Rick Allen,2013-06-01
2009-07-23,TRUE,Rick Crawford,2022-12-01
2010-06-25,TRUE,Rick Larsen,2021-05-01
2019-06-06,FALSE,Rick Mccormick,2019-06-06
2013-01-02,FALSE,Rick Nolan,2013-01-02
2020-08-01,FALSE,Ritchie Torres,2020-08-01
2016-03-29,TRUE,Rob Bishop,2018-01-01
2009-09-22,TRUE,Robert Aderholt,2014-09-01
2023-01-13,FALSE,Robert Garcia,2023-01-13
2015-04-21,TRUE,Robert Pittenger,2022-10-01
2013-05-16,TRUE,Robin Kelly,2022-11-01
2022-02-18,FALSE,Rob Menendez,2022-02-18
2009-07-15,TRUE,Rob Wittman,2015-09-01
2014-10-15,FALSE,Rob Woodall,2014-10-15
2015-01-07,TRUE,Rod Blum,2022-07-01
2012-06-01,FALSE,Rodney Davis,2012-06-01
2008-12-17,TRUE,Roger Williams,2015-03-01
2017-01-03,TRUE,Ro Khanna,2021-03-01
2013-01-03,TRUE,Ron Desantis,2019-09-01
2016-04-21,TRUE,Ron Estes,2017-01-01
2010-02-09,TRUE,Ron Kind,2013-11-01
2020-09-30,FALSE,Ronny Jackson,2020-09-30
2019-01-04,FALSE,Ron Wright,2019-01-04
2012-10-20,FALSE,Rosa Delauro,2012-10-20
2012-06-12,TRUE,Ross Spano,2019-02-01
2015-01-15,FALSE,Ruben Gallego,2015-01-15
2017-01-04,FALSE,Ruben Kihuen,2017-01-04
2022-08-17,FALSE,Rudy Yakym,2022-08-17
2009-07-22,TRUE,Russell Fry,2021-07-01
2010-07-31,TRUE,Russ Fulcher,2016-08-01
2013-10-14,TRUE,Ryan Zinke,2021-06-01
2015-06-07,TRUE,Salud Carbajal,2016-08-01
2013-04-04,TRUE,Sam Graves,2015-09-01
2011-03-09,TRUE,Sam Johnson,2018-01-01
2009-05-04,TRUE,Sander Levin,2020-03-01
2011-02-10,TRUE,Sanford Bishop,2012-01-01
2018-10-07,FALSE,Sara Jacobs,2018-10-07
2009-04-02,TRUE,Scott Desjarlais,2021-01-01
2013-01-10,TRUE,Scott Fitzgerald,2018-12-01
2020-04-09,TRUE,Scott Franklin,2020-08-01
2009-01-08,TRUE,Scott Perry,2012-09-01
2012-04-17,TRUE,Scott Peters,2014-04-01
2010-11-10,TRUE,Scott Taylor,2022-08-01
2011-01-25,TRUE,Scott Tipton,2020-11-01
2018-01-23,TRUE,Sean Casten,2022-03-01
2011-02-10,TRUE,Sean Duffy,2022-12-01
2009-03-24,TRUE,Sean Maloney,2015-07-01
2015-03-13,FALSE,Seth Moulton,2015-03-13
2018-02-15,FALSE,Sharice Davids,2018-02-15
2018-07-09,TRUE,Sheila Cherfilus-Mccormick,2021-01-01
2013-07-05,TRUE,Sheila Lee,2020-12-01
2014-01-16,TRUE,Shontel Brown,2020-12-01
2020-12-03,TRUE,Shri Thanedar,2023-02-01
2014-11-15,TRUE,Stacey Plaskett,2015-01-01
2011-10-12,TRUE,Steny Hoyer,2021-03-01
2018-06-18,TRUE,Stephanie Bice,2022-11-01
2016-07-25,TRUE,Stephanie Murphy,2018-12-01
2010-06-10,TRUE,Stephen Lynch,2012-04-01
2009-03-26,TRUE,Steve Chabot,2019-08-01
2009-04-24,TRUE,Steve Cohen,2020-10-01
2009-06-17,TRUE,Steve King,2012-03-01
2015-01-26,TRUE,Steve Knight,2023-02-01
2011-02-07,FALSE,Steven Horsford,2011-02-07
2010-02-26,TRUE,Steven Palazzo,2012-01-01
2015-01-08,TRUE,Steven Russell,2017-03-01
2014-09-07,FALSE,Steve Scalise,2014-09-07
2009-07-23,TRUE,Steve Stivers,2023-02-01
2010-02-09,TRUE,Steve Womack,2012-04-01
2018-12-21,TRUE,Summer Lee,2019-11-01
2013-01-09,TRUE,Susan Brooks,2020-11-01
2012-03-22,TRUE,Susan Wild,2016-07-01
2012-06-08,TRUE,Susie Lee,2017-07-01
2009-05-20,TRUE,Suzan Delbene,2011-11-01
2012-06-21,TRUE,Suzanne Bonamici,2021-09-01
2023-01-11,FALSE,Sydney Kamlager-Dove,2023-01-11
2018-02-09,FALSE,Sylvia Garcia,2018-02-09
2016-04-15,TRUE,Ted Budd,2021-08-01
2012-07-18,FALSE,Ted Deutch,2012-07-18
2015-02-20,FALSE,Ted Lieu,2015-02-20
2011-05-11,TRUE,Ted Poe,2019-12-01
2013-01-09,FALSE,Ted Yoho,2013-01-09
2019-05-19,FALSE,Teresa Fernandez,2019-05-19
2009-08-27,TRUE,Terri Sewell,2011-09-01
2017-01-10,TRUE,Thomas Garrett,2020-06-01
2012-12-04,TRUE,Thomas Massie,2021-11-01
2018-07-13,FALSE,Tim Burchett,2018-07-13
2012-03-08,FALSE,Tim Ryan,2012-03-08
2010-05-26,TRUE,Tim Walberg,2011-01-01
2013-03-13,FALSE,Tim Walz,2013-03-13
2017-07-06,TRUE,TJCox,2021-11-01
2013-04-01,FALSE,Todd Rokita,2013-04-01
2012-05-07,FALSE,Tom Cole,2012-05-07
2009-09-08,TRUE,Tom Emmer,2013-05-01
2009-08-12,TRUE,Tom Graves,2022-11-01
2019-07-09,TRUE,Tom Kean,2021-07-01
2015-01-06,FALSE,Tom Macarthur,2015-01-06
2019-01-09,TRUE,Tom Malinowski,2022-03-01
2008-09-26,TRUE,Tom Mcclintock,2022-06-01
2017-01-03,FALSE,Tom O'halleran,2017-01-03
2011-09-14,FALSE,Tom Price,2011-09-14
2009-08-05,TRUE,Tom Reed,2014-02-01
2009-03-12,TRUE,Tom Rooney,2019-01-01
2013-02-13,TRUE,Tom Suozzi,2016-01-01
2015-08-22,TRUE,Tom Tiffany,2019-06-01
2010-06-29,TRUE,Tony Cardenas,2014-09-01
2021-01-02,FALSE,Tony Gonzales,2021-01-02
2018-02-14,TRUE,Tracey Mann,2019-09-01
2015-03-16,TRUE,Trent Kelly,2023-01-01
2011-01-26,TRUE,Trey Gowdy,2019-09-01
2012-06-12,TRUE,Troy Balderson,2017-05-01
2009-01-03,TRUE,Troy Carter,2016-03-01
2015-07-29,FALSE,Troy Nehls,2015-07-29
2013-01-07,TRUE,Tulsi Gabbard,2017-07-01
2015-08-06,TRUE,Val Demings,2016-02-01
2017-01-20,TRUE,Valerie Foushee,2021-05-01
2018-04-09,TRUE,Val Hoyle,2022-01-01
2013-07-13,FALSE,Van Taylor,2013-07-13
2009-03-09,FALSE,Vern Buchanan,2009-03-09
2018-01-22,FALSE,Veronica Escobar,2018-01-22
2015-12-22,TRUE,Vicente Gonzalez,2017-05-01
2013-06-27,TRUE,Vicky Hartzler,2021-08-01
2013-03-26,TRUE,Victoria Spartz,2020-05-01
2009-03-20,TRUE,Virginia Foxx,2012-05-01
2009-03-26,FALSE,Walter Jones,2009-03-26
2016-01-13,TRUE,Warren Davidson,2021-04-01
2020-03-16,FALSE,Wesley Hunt,2020-03-16
2021-08-04,FALSE,Wiley Nickel,2021-08-04
2013-06-03,TRUE,Will Hurd,2013-11-01
2011-01-02,FALSE,William Keating,2011-01-02
2018-01-31,TRUE,William Timmons,2018-08-01
2018-01-17,TRUE,Xochitl Small,2020-06-01
2019-01-03,FALSE,Xochtil Small,2019-01-03
2016-01-16,TRUE,Yadira Caraveo,2020-03-01
2014-02-22,TRUE,Young Kim,2019-04-01
2012-04-14,TRUE,Yvette Clarke,2015-06-01
2017-08-19,TRUE,Yvette Herrell,2019-01-01
2021-07-13,FALSE,Zach Nunn,2021-07-13
2011-06-01,TRUE,Zoe Lofgren,2021-03-01
